order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
10539,16225,prior,1,4,21,
10542,57417,train,4,1,14,30
10546,49210,prior,58,2,15,3
10548,61148,prior,33,4,9,11
10551,23198,prior,7,6,8,13
10553,32574,prior,2,0,16,7
10565,51250,prior,28,6,15,13
10568,45422,prior,13,5,15,5
10571,13570,prior,1,1,13,
10572,1615,prior,18,0,8,8
10573,60051,prior,23,1,9,5
10576,31161,prior,16,4,17,4
10583,28452,test,15,2,17,26
10591,33807,prior,16,2,22,30
10594,50716,prior,4,5,16,5
10602,61175,prior,15,0,16,7
10610,46717,prior,10,0,11,30
10611,53243,prior,7,0,9,14
10615,32082,prior,1,2,13,
10616,39504,train,24,2,11,29
10625,51872,prior,9,3,12,29
10627,920,prior,4,4,10,7
10631,27770,prior,22,3,10,8
10634,33871,prior,8,0,9,8
10637,48012,prior,8,6,20,21
10642,46587,train,4,1,17,30
10646,37785,prior,6,6,13,9
10650,17454,prior,14,6,16,14
10656,3964,prior,47,1,13,6
10666,22967,prior,15,5,20,5
10667,16861,train,4,1,11,6
10669,14882,prior,35,6,6,7
10670,16583,prior,7,4,17,6
10672,6735,prior,12,2,9,30
10683,62647,prior,29,1,16,6
10685,17610,prior,3,6,21,7
10688,14748,prior,14,4,12,10
10692,21143,prior,16,1,13,5
10693,62190,prior,29,0,12,6
10694,12824,prior,54,3,18,1
10700,8047,prior,8,0,15,7
10701,62453,prior,55,2,17,2
10703,12324,prior,1,5,0,
10709,28150,prior,10,2,11,18
10710,8672,prior,27,1,13,3
10714,12726,prior,5,5,16,5
10715,5779,prior,3,0,8,23
10723,60351,prior,33,3,14,2
10724,53741,prior,49,3,8,7
10730,59333,prior,98,6,17,1
10731,13038,prior,1,4,17,
10733,37261,prior,5,3,12,11
10738,15501,prior,91,2,23,5
10739,31452,prior,5,0,13,7
10744,44713,prior,9,1,8,21
10745,43607,prior,15,4,16,5
10748,49233,prior,19,3,16,7
10754,20755,train,38,2,10,8
10755,18000,prior,5,2,15,30
10757,52180,prior,61,4,7,4
10761,38834,prior,7,3,7,9
10763,22122,prior,15,6,9,6
10764,25721,prior,6,2,15,30
10767,18683,prior,21,1,12,7
10773,48128,prior,1,0,12,
10781,56768,prior,6,6,11,6
10782,22037,prior,39,1,18,3
10783,31224,prior,17,2,15,9
10790,48335,prior,40,5,8,4
10793,6812,prior,22,3,17,15
10796,13445,prior,22,5,11,6
10797,28460,prior,6,5,8,8
10800,56364,prior,12,4,19,20
10801,44859,prior,7,3,13,26
10803,1658,prior,28,4,11,8
10804,6118,prior,53,2,14,2
10811,58208,prior,13,6,19,5
10812,37929,train,23,3,16,17
10813,26652,prior,20,3,10,18
10814,51495,prior,9,5,20,5
10816,978,prior,13,2,9,30
10820,24511,prior,6,4,9,5
10825,41380,prior,15,2,14,1
10827,58589,prior,25,3,9,15
10828,16298,prior,44,5,7,3
10830,36369,prior,17,6,17,21
10831,19849,prior,7,6,18,2
10832,30686,prior,55,5,9,2
10833,58511,prior,9,1,9,25
10837,496,prior,54,5,17,2
10838,55402,prior,41,3,9,15
10839,22624,prior,23,0,19,17
10840,34436,test,7,1,16,16
10847,10339,prior,4,0,15,30
10860,55667,prior,90,0,23,1
10862,12374,prior,4,4,11,14
10866,53553,prior,29,1,17,4
10869,30388,prior,2,0,12,13
10870,30856,prior,3,2,14,10
10874,60711,prior,16,4,8,9
10876,57226,prior,6,5,9,5
10885,33935,prior,3,1,12,4
10886,3789,prior,19,0,12,9
10891,51162,prior,58,0,18,6
10892,47396,prior,17,3,13,2
10897,967,prior,4,3,10,30
10902,20454,prior,26,1,16,1
10905,58281,train,43,0,12,5
10913,31302,prior,3,2,19,6
10917,48924,prior,4,0,22,12
10919,37427,prior,31,4,13,3
10920,16734,prior,7,1,11,4
10921,38630,prior,6,2,10,14
10925,55402,prior,35,4,9,4
10928,34629,prior,7,6,14,22
10929,6462,prior,4,0,15,30
10933,47586,prior,61,6,15,1
10938,46259,prior,14,4,18,23
10939,34396,prior,75,5,14,1
10940,36376,prior,44,3,17,7
10942,21192,prior,8,3,18,9
10947,36593,prior,8,0,12,6
10950,49182,prior,10,5,13,4
10952,60256,prior,14,1,9,24
10953,22686,prior,7,0,14,15
10955,3728,test,19,1,14,9
10956,34483,prior,26,5,20,22
10960,55056,prior,5,3,12,25
10962,53179,prior,48,6,20,6
10963,19478,prior,11,0,8,5
10966,43342,prior,4,1,19,19
10968,57123,prior,22,6,13,4
10971,42481,prior,15,0,8,7
10973,28329,prior,3,5,18,0
10974,29611,prior,45,1,13,20
10980,30098,prior,34,2,18,13
10982,18215,prior,8,5,8,12
10984,48536,prior,14,0,15,8
10985,378,prior,1,1,12,
10987,58871,prior,34,0,3,6
10988,46997,train,20,6,16,30
10989,1657,prior,9,1,7,3
10993,23047,prior,2,0,15,14
10995,35412,prior,23,1,14,4
10996,43023,prior,4,2,13,13
10998,37376,prior,4,4,14,6
11003,62324,prior,4,1,10,30
11004,47932,prior,1,5,18,
11008,31019,prior,19,6,14,2
11017,39688,prior,38,3,12,3
11025,41662,prior,1,4,13,
11026,43231,test,22,2,10,18
11029,22243,prior,9,6,18,7
11032,54308,prior,21,0,12,4
11035,11196,prior,6,6,13,4
11044,47271,test,24,2,17,7
11045,42526,prior,11,0,14,5
11049,6136,prior,15,6,17,30
11052,1039,train,7,0,19,30
11055,7832,prior,53,1,22,3
11068,35158,prior,1,4,10,
11069,31375,prior,20,0,15,8
11073,38171,prior,90,3,11,5
11074,9266,prior,7,5,14,30
11075,14734,prior,36,4,23,6
11076,61437,prior,29,5,12,2
11080,52084,prior,41,1,18,11
11083,9793,prior,5,3,16,13
11086,15864,prior,18,1,7,18
11089,30526,prior,5,2,16,11
11091,11961,prior,7,0,17,14
11097,49770,prior,15,6,15,13
11099,42481,prior,3,1,14,9
11100,857,prior,34,5,14,3
11106,16227,prior,1,2,11,
11108,58076,prior,16,1,8,8
11112,39112,prior,4,0,11,30
11115,24079,prior,16,0,13,5
11118,7233,prior,27,3,13,7
11119,40311,train,6,4,10,30
11120,27404,prior,8,6,10,10
11126,56909,prior,9,6,9,6
11128,42664,prior,4,1,7,2
11133,17962,prior,4,5,17,19
11134,22606,prior,13,6,11,7
11139,31001,prior,10,5,12,6
11142,21289,prior,2,0,9,16
11148,6709,prior,2,1,8,30
11149,8022,prior,8,2,20,2
11165,57986,prior,1,1,13,
11167,31898,prior,7,2,8,8
11170,6801,prior,47,3,16,5
11176,3387,prior,6,5,20,6
11184,5211,prior,66,3,10,12
11188,46510,prior,5,3,12,30
11189,40623,prior,8,0,18,7
11190,59037,prior,20,3,9,8
11192,56210,prior,26,4,10,3
11193,10779,prior,7,1,10,12
11194,2849,prior,32,5,17,13
11196,58718,prior,33,0,7,7
11199,5409,prior,3,0,10,3
11202,54562,prior,13,4,11,7
11203,17056,prior,3,3,12,7
11205,50916,prior,11,0,18,11
11209,10600,prior,94,0,15,1
11211,16278,prior,19,0,13,2
11215,8627,prior,19,0,4,15
11224,42896,test,13,2,10,30
11226,21574,prior,25,0,13,4
11229,12446,prior,16,0,17,14
11232,3459,prior,2,6,13,28
11236,62160,train,6,5,18,30
11237,37042,prior,1,3,12,
11238,38194,prior,20,2,10,16
11240,62725,prior,10,4,16,5
11242,5236,prior,43,4,12,1
11249,756,prior,9,3,12,7
11256,24738,prior,21,4,18,4
11257,20388,prior,3,4,8,8
11260,44196,prior,2,3,12,7
11263,22035,prior,22,5,18,9
11264,46163,prior,12,2,9,1
11270,27353,prior,43,4,15,2
11273,63028,prior,10,6,8,21
11277,19348,prior,10,4,16,19
11278,28980,prior,11,4,15,6
11279,6085,prior,20,2,14,9
11280,6329,prior,1,1,16,
11282,28492,train,9,1,12,0
11286,54459,train,16,0,15,14
11290,32937,prior,12,4,10,23
11293,9432,prior,39,6,10,12
11300,58306,prior,2,2,16,21
11303,28476,prior,22,1,10,4
11309,39059,prior,8,3,13,0
11311,60694,prior,53,0,21,6
11317,29370,prior,45,3,11,7
11319,42199,prior,7,1,16,2
11325,9026,prior,5,5,12,30
11332,45576,prior,4,1,11,7
11333,593,prior,3,0,11,8
11335,12662,prior,29,1,13,5
11336,33829,prior,21,4,15,28
11338,13053,prior,36,4,17,1
11341,36047,prior,15,6,22,8
11342,61687,prior,39,1,13,7
11348,481,prior,19,0,14,7
11354,13721,prior,12,1,7,4
11359,7175,prior,59,0,7,4
11368,28311,prior,23,0,12,8
11369,42438,prior,4,3,19,28
11372,57609,prior,3,2,11,9
11380,20825,prior,15,6,17,8
11381,50516,prior,1,1,22,
11386,34857,prior,5,1,9,19
11388,58619,prior,1,3,11,
11394,28950,prior,21,0,23,7
11408,44230,test,8,3,17,26
11412,60090,prior,17,0,14,7
11415,30154,prior,21,3,20,14
11416,22845,prior,27,6,12,26
11424,41002,prior,56,6,0,2
11431,29932,prior,11,0,7,7
11433,21134,prior,7,5,9,11
11436,21471,prior,3,3,21,2
11438,33195,prior,25,0,10,7
11440,47902,prior,4,5,20,2
11445,44475,prior,15,5,12,28
11450,25768,prior,2,2,10,10
11452,3787,prior,13,4,2,3
11455,4416,prior,8,3,16,2
11456,56361,prior,10,0,15,15
11460,58441,prior,5,3,20,12
11461,32702,prior,3,5,13,13
11463,33488,prior,45,2,3,4
11465,30981,prior,11,0,18,30
11471,40744,prior,1,1,19,
11477,50805,prior,18,1,18,5
11479,21936,prior,17,6,13,5
11489,25539,prior,2,5,12,20
11492,28881,prior,18,2,12,8
11496,57043,prior,2,0,15,30
11498,31613,prior,9,6,16,7
11499,45515,prior,2,1,12,30
11500,43621,prior,15,1,1,12
11505,24312,prior,19,3,18,8
11511,37126,prior,1,0,18,
11513,31253,prior,5,6,10,3
11519,24565,prior,50,5,9,3
11523,12702,prior,16,4,12,7
11524,5782,prior,8,2,17,0
11526,62793,train,15,6,14,20
11527,16013,prior,5,1,16,10
11528,48723,prior,14,4,15,30
11533,16103,prior,55,2,18,1
11534,52141,prior,2,5,7,13
11539,40556,prior,19,1,14,6
11542,35629,prior,89,6,12,4
11546,52649,prior,4,2,17,14
11550,8059,prior,19,3,12,6
11552,61165,train,15,1,17,5
11555,5360,prior,53,2,11,8
11562,25538,prior,5,5,22,14
11563,21819,prior,51,4,9,2
11565,23974,prior,4,6,16,30
11571,15428,prior,16,0,14,9
11573,58883,prior,7,6,21,20
11579,27245,prior,4,0,16,7
11586,54247,prior,23,2,15,6
11588,36113,prior,23,5,16,4
11590,19512,prior,6,0,9,5
11591,23498,prior,4,0,15,22
11592,30716,prior,8,4,10,14
11595,42914,prior,2,6,8,1
11599,26546,prior,9,5,11,6
11600,47395,prior,6,5,10,30
11605,22440,prior,32,5,13,2
11608,21643,prior,33,4,14,3
11618,44663,prior,7,5,7,24
11619,35444,prior,2,4,13,30
11625,53630,prior,11,5,14,15
11633,58648,prior,6,2,21,2
11636,58930,prior,5,5,17,3
11639,60377,prior,3,2,0,8
11641,20008,prior,20,6,13,4
11644,48882,prior,1,3,12,
11645,11152,prior,3,4,11,14
11649,47814,prior,10,4,11,14
11650,15173,train,11,6,12,7
11653,61500,prior,46,6,8,6
11655,55930,prior,1,0,9,
11663,28427,prior,21,5,7,6
11664,56591,test,5,4,17,17
11668,22031,prior,53,1,15,2
11670,55149,prior,2,3,9,9
11671,45319,prior,55,4,17,9
11672,43565,prior,36,2,20,8
11675,3818,prior,4,2,21,14
11678,48024,prior,18,1,16,12
11681,20687,prior,68,1,8,4
11682,3782,prior,42,1,15,7
11683,1958,prior,75,1,11,3
11684,35798,prior,20,0,7,5
11687,45782,prior,12,0,9,2
11689,61198,prior,32,1,9,5
11692,22263,prior,12,2,9,30
11693,33200,prior,45,1,9,3
11695,12208,prior,2,2,15,5
11700,32802,prior,49,3,9,5
11701,54437,prior,4,1,11,12
11703,28830,prior,16,5,11,6
11709,22904,prior,3,0,11,8
11710,44120,prior,8,6,12,21
11711,54708,prior,19,6,11,11
11712,41771,prior,17,5,22,6
11714,62211,prior,44,0,13,3
11716,10170,prior,12,5,11,7
11718,45936,prior,39,1,12,14
11721,5101,prior,43,0,18,5
11727,38095,prior,94,2,8,6
11729,61399,prior,91,3,11,2
11734,3148,prior,54,1,18,10
11739,7144,prior,21,1,12,5
11743,41817,prior,31,1,23,1
11747,47015,prior,50,6,14,2
11752,10875,prior,40,0,16,1
11764,57009,prior,82,4,17,1
11766,9239,prior,45,5,18,7
11769,11665,prior,1,6,21,
11775,55520,prior,1,0,14,
11778,16615,prior,14,1,17,13
11779,54886,prior,34,6,8,8
11784,36659,prior,9,1,21,6
11785,56672,prior,5,1,7,5
11786,54607,prior,8,5,18,5
11791,50905,prior,12,1,7,7
11805,11036,prior,8,4,20,7
11811,14955,prior,7,0,17,4
11812,27448,prior,4,2,14,5
11815,11387,prior,6,4,15,10
11817,42550,prior,19,2,17,7
11820,55731,prior,69,3,10,5
11823,44262,prior,8,4,10,10
11825,61624,prior,4,3,21,18
11830,18055,prior,4,2,12,5
11839,54632,prior,1,4,14,
11840,60632,prior,2,2,17,5
11841,55131,prior,3,2,11,1
11857,3593,prior,68,1,17,1
11863,55243,prior,31,4,16,4
11867,17485,prior,4,1,14,30
11875,31344,prior,5,1,18,12
11877,47324,train,10,0,9,30
11879,52824,prior,8,0,16,2
11882,48571,prior,45,2,12,6
11883,31430,prior,2,3,22,30
11890,17841,prior,5,2,11,12
11895,36705,prior,2,3,12,17
11900,21280,prior,6,3,10,30
11902,11592,prior,2,4,15,2
11913,32252,prior,3,0,17,3
11916,38323,prior,10,6,14,6
11917,57130,prior,67,5,11,1
11918,49478,prior,40,0,15,2
11921,44489,prior,1,2,11,
11922,15539,prior,17,1,11,8
11938,25322,prior,46,4,13,3
11940,52805,prior,23,6,11,8
11942,60703,prior,11,0,21,28
11943,32326,test,24,3,15,22
11944,28201,prior,25,5,12,15
11946,3001,prior,17,6,0,14
11950,34737,prior,32,0,8,10
11957,51177,prior,12,6,16,10
11958,31057,prior,12,0,15,5
11960,53621,prior,15,2,15,2
11961,27260,train,5,1,16,30
11970,15147,prior,10,4,17,30
11971,18536,prior,19,1,14,27
11974,54273,test,9,6,16,20
11975,49754,prior,3,1,14,30
11977,45004,prior,1,5,18,
11978,15989,train,34,3,15,4
11986,13375,prior,3,6,17,6
11991,55474,prior,9,2,10,30
11995,45595,prior,2,2,16,4
12002,44474,prior,15,2,16,10
12005,45765,prior,75,1,16,9
12007,57965,prior,1,2,16,
12010,54077,prior,8,1,23,14
12011,15835,prior,11,5,14,5
12013,34040,prior,7,4,1,15
12014,39180,prior,2,2,15,7
12015,11845,prior,74,1,11,3
12038,15811,prior,18,3,10,10
12046,16166,prior,17,5,15,6
12047,2313,prior,22,5,15,0
12054,33026,test,18,0,0,4
12056,16600,prior,12,1,20,1
12057,44251,prior,25,0,9,7
12062,40772,prior,5,4,9,7
12064,50491,prior,2,5,16,4
12065,53907,prior,8,1,15,10
12071,22205,prior,2,1,17,22
12078,46402,prior,18,4,9,6
12081,47468,prior,3,2,13,5
12085,50525,prior,8,6,10,30
12098,27263,prior,23,0,12,7
12104,19183,prior,4,1,21,30
12105,59361,prior,24,6,17,4
12106,50277,prior,8,6,16,17
12107,52788,prior,2,1,14,5
12109,40332,prior,88,4,14,3
12112,26471,prior,9,1,18,10
12116,19731,prior,26,6,8,8
12121,44366,prior,6,4,11,5
12131,45090,prior,13,6,14,12
12142,45035,prior,15,6,8,2
12147,62955,prior,30,4,19,12
12153,34990,prior,31,4,21,15
12156,10000,prior,25,3,20,1
12158,22852,prior,6,2,10,30
12163,43860,prior,1,6,13,
12164,34200,prior,2,4,11,7
12165,50198,prior,3,1,11,15
12166,41356,prior,79,1,8,6
12167,49664,prior,3,3,23,18
12168,57590,prior,22,5,9,7
12170,1487,prior,2,3,12,13
12172,31528,prior,9,3,7,8
12173,3453,prior,14,1,12,8
12174,650,prior,9,6,9,7
12179,45472,prior,30,6,15,1
12180,22198,prior,16,1,16,1
12185,17856,prior,19,0,13,7
12187,2906,test,4,5,11,25
12189,58278,prior,40,5,8,2
12191,55989,prior,93,0,16,1
12196,61610,prior,2,3,15,30
12197,16708,prior,14,2,12,13
12203,15999,prior,5,0,14,30
12208,9650,prior,4,0,10,22
12209,39840,prior,8,0,12,7
12212,41469,prior,21,6,12,4
12213,56888,prior,80,0,20,1
12215,29727,prior,37,3,8,9
12217,25876,prior,3,5,20,3
12218,218,prior,2,3,16,30
12221,29632,train,19,1,15,11
12224,35176,prior,2,1,9,6
12229,31716,prior,6,2,18,8
12231,44005,prior,10,2,23,30
12233,57421,test,30,4,20,30
12236,9321,prior,17,2,7,9
12241,8574,prior,7,3,19,13
12246,20383,prior,25,6,22,4
12254,51763,prior,2,4,20,30
12259,42254,prior,1,4,9,
12268,52498,prior,9,1,16,5
12273,43491,prior,42,6,15,4
12275,22778,prior,18,6,9,7
12277,51566,prior,22,1,11,6
12278,150,prior,25,3,17,6
12280,28535,prior,4,4,9,30
12281,29136,prior,6,3,20,8
12283,27791,prior,6,0,14,7
12284,49287,prior,3,0,14,9
12285,21335,prior,4,2,15,9
12291,54938,prior,3,5,14,18
12295,48890,prior,47,4,11,0
12299,55418,prior,2,2,22,1
12302,14321,prior,8,4,19,7
12310,57796,prior,1,1,13,
12320,21021,prior,6,1,16,13
12321,21314,prior,2,1,12,30
12322,6851,prior,1,1,8,
12326,52372,prior,2,6,16,21
12328,37751,prior,4,1,17,4
12330,4764,prior,9,6,13,0
12335,2638,prior,36,6,14,8
12337,48592,prior,4,5,13,8
12347,34315,prior,3,3,20,4
12348,26363,prior,4,4,15,4
12349,11604,prior,14,6,7,6
12354,50148,prior,30,6,19,16
12356,38261,prior,7,2,16,14
12357,52652,prior,8,5,5,5
12358,35395,prior,4,3,14,24
12359,28250,prior,3,3,13,14
12363,45504,prior,1,0,13,
12368,20442,prior,6,6,6,30
12371,24065,prior,28,5,6,19
12372,4971,prior,3,3,18,30
12373,28723,prior,1,1,13,
12377,39993,prior,93,1,10,0
12381,32307,prior,3,6,17,14
12383,39023,prior,5,6,16,14
12391,1050,prior,26,1,17,18
12397,42914,prior,67,1,10,4
12399,3319,prior,6,5,10,28
12401,58150,prior,3,4,17,27
12402,55035,prior,5,1,17,6
12403,4178,prior,11,1,10,19
12404,323,prior,33,2,12,2
12405,6094,prior,61,3,10,2
12406,32270,prior,46,1,9,2
12407,22317,prior,4,3,11,3
12409,45527,prior,8,0,10,15
12411,33110,prior,9,4,11,15
12417,10830,prior,24,6,17,14
12419,54312,prior,19,3,9,11
12420,12407,prior,4,3,15,8
12421,37613,prior,39,4,9,6
12426,32036,prior,4,3,8,2
12428,13513,prior,7,0,12,18
12431,34740,prior,20,1,10,14
12434,49219,prior,4,6,16,11
12435,54594,prior,35,2,17,3
12440,45788,prior,19,4,22,3
12441,4820,prior,5,1,12,30
12442,33596,prior,10,0,11,7
12447,41588,prior,10,3,16,0
12448,5777,prior,3,4,5,16
12451,31396,prior,30,2,23,5
12454,44327,prior,10,0,10,10
12460,4069,prior,10,2,19,0
12464,17582,prior,15,5,10,30
12467,38134,prior,11,3,10,8
12477,43038,prior,6,0,17,5
12478,62563,test,24,0,10,23
12479,46109,prior,4,1,8,12
12483,41023,prior,1,4,13,
12485,23695,prior,11,4,1,3
12487,56944,prior,11,1,16,15
12489,61425,prior,11,0,14,13
12491,1372,prior,20,0,13,9
12497,21626,prior,7,3,18,18
12502,56154,prior,16,6,7,15
12504,60711,prior,15,2,17,3
12505,11547,prior,13,6,18,8
12506,2754,prior,13,6,20,1
12508,27836,prior,3,5,16,3
12510,7893,train,6,1,10,7
12512,56274,prior,23,2,10,7
12513,59963,prior,1,2,15,
12520,9493,prior,29,6,22,6
12525,45171,train,6,1,14,6
12526,9526,prior,1,5,19,
12528,37227,prior,18,6,8,29
12530,41106,prior,60,1,11,12
12541,57996,prior,3,5,12,2
12542,44543,prior,1,2,14,
12548,42610,prior,10,2,13,24
12549,44734,prior,6,2,9,5
12555,11374,prior,8,0,19,7
12559,43020,prior,8,1,14,11
12560,18751,prior,1,3,13,
12561,39017,prior,20,0,10,5
12562,20986,train,8,4,19,23
12563,54781,prior,11,2,13,5
12565,59317,prior,5,6,16,20
12569,3667,prior,29,2,7,7
12570,18669,prior,3,4,6,8
12574,42507,prior,11,4,21,1
12577,19867,prior,1,4,9,
12578,35876,prior,75,0,20,0
12585,46338,prior,2,2,16,14
12587,44227,prior,9,2,10,13
12589,44992,prior,40,0,7,10
12590,44217,prior,18,2,19,4
12593,29639,prior,2,6,10,30
12595,29148,prior,3,4,17,17
12598,21002,prior,6,4,14,30
12599,38879,prior,38,4,19,7
12600,56014,prior,37,1,15,7
12602,1923,prior,14,6,10,6
12608,7543,prior,1,4,1,
12614,5502,prior,24,5,16,5
12619,42897,prior,6,2,12,21
12620,62148,prior,3,2,13,21
12621,21191,prior,9,2,16,9
12622,61454,prior,33,3,13,1
12629,33555,prior,5,3,18,6
12631,52222,prior,1,5,23,
12635,14990,prior,1,0,14,
12638,9007,prior,19,6,14,5
12639,12664,prior,2,1,11,2
12642,62354,prior,35,0,13,3
12643,3558,prior,30,5,18,7
12648,11210,prior,18,1,17,13
12649,25419,train,46,0,9,30
12657,5085,prior,12,2,15,7
12659,210,prior,10,3,19,2
12664,48767,prior,7,4,12,29
12665,44220,prior,7,6,20,6
12668,14358,prior,18,0,15,8
12671,33747,prior,23,5,14,13
12675,15460,prior,7,1,8,16
12676,38344,prior,23,5,8,5
12681,52765,prior,4,0,23,9
12685,57955,prior,14,1,13,12
12687,18688,prior,10,5,11,12
12692,23001,prior,2,0,12,8
12694,45160,prior,3,0,10,30
12698,14700,prior,13,3,10,8
12699,20730,prior,33,1,15,5
12702,43203,prior,11,4,9,3
12704,42480,prior,10,5,12,7
12705,28010,prior,18,2,9,16
12706,28866,prior,4,5,19,3
12712,13127,prior,23,0,8,9
12715,30542,prior,9,2,12,11
12717,29979,prior,7,5,20,7
12718,30675,prior,15,5,3,20
12719,35220,prior,17,1,15,4
12721,11216,prior,29,0,16,6
12722,44238,prior,5,1,9,9
12723,43656,train,46,0,17,7
12724,29805,prior,5,0,11,30
12726,50616,prior,1,6,10,
12735,12050,prior,3,6,20,5
12741,11208,prior,10,5,7,5
12744,62100,train,10,6,14,6
12747,39706,prior,18,0,9,20
12748,26086,prior,33,3,10,2
12751,6216,prior,22,0,12,9
12755,28479,prior,28,2,20,13
12757,19468,prior,6,2,19,5
12763,38495,prior,54,5,18,3
12768,31690,train,30,1,20,6
12771,3375,prior,24,5,8,3
12778,6246,prior,15,2,9,2
12779,51074,prior,15,6,18,6
12780,2225,prior,8,0,16,3
12781,18685,prior,16,0,13,7
12784,46305,prior,7,3,19,22
12785,52889,prior,17,5,14,9
12787,58618,prior,25,4,10,8
12788,29659,prior,13,5,16,7
12792,17783,prior,31,5,15,6
12793,15322,prior,11,6,15,30
12798,27770,prior,8,2,10,8
12799,14781,prior,29,2,17,3
12804,35490,prior,35,0,22,7
12805,18698,prior,1,6,17,
12814,57530,prior,29,3,10,4
12816,21929,prior,14,4,15,17
12818,56748,prior,6,3,12,3
12825,47084,prior,4,3,9,30
12826,21456,prior,11,0,16,6
12827,50591,prior,2,2,14,23
12835,5992,prior,18,5,12,11
12836,34038,prior,25,5,15,2
12838,29459,prior,4,3,16,6
12844,37362,prior,18,0,19,7
12846,33372,test,5,3,17,30
12847,37602,train,5,6,20,30
12853,20456,prior,1,0,11,
12855,50683,prior,15,0,14,7
12856,63066,prior,3,6,10,6
12857,1274,prior,10,4,18,30
12860,42080,prior,19,1,11,5
12861,59755,prior,26,1,11,4
12863,17974,prior,24,2,14,1
12869,11062,prior,25,0,15,7
12871,1368,prior,10,6,18,8
12873,29781,prior,20,3,13,17
12878,42737,prior,30,2,14,12
12879,24166,prior,2,3,15,2
12880,41392,prior,35,2,13,5
12883,21666,prior,10,3,21,5
12887,33923,train,8,6,18,30
12892,6228,prior,3,6,17,30
12894,17485,test,6,2,14,30
12896,60939,prior,21,0,9,7
12898,20300,prior,41,3,14,6
12901,50558,prior,13,0,14,5
12906,45990,prior,28,2,12,5
12907,9185,prior,3,5,11,5
12908,60096,prior,4,2,17,25
12909,18650,prior,1,5,14,
12910,23563,prior,5,6,10,30
12914,12807,prior,12,3,20,2
12917,34893,prior,4,0,9,16
12918,56916,prior,4,5,10,30
12922,16624,prior,1,1,16,
12926,11789,prior,2,5,18,11
12927,33863,prior,26,0,21,14
12931,24157,prior,1,3,7,
12939,25559,prior,10,4,19,5
12940,51278,prior,10,1,16,6
12945,54921,prior,36,4,13,3
12949,16204,prior,3,6,18,30
12950,11456,train,10,1,14,13
12951,41996,prior,70,1,12,3
12952,14598,prior,18,1,14,7
12953,17383,prior,10,0,14,7
12955,49977,prior,8,4,16,7
12957,17493,prior,2,1,16,14
12962,10419,prior,15,2,9,8
12966,5745,prior,29,1,11,10
12970,15177,prior,1,0,10,
12973,50084,prior,6,1,8,6
12976,60979,prior,7,0,8,21
12977,46152,prior,20,3,14,0
12978,44053,prior,30,1,16,20
12979,44006,prior,10,4,15,3
12983,3811,train,6,3,19,30
12985,52483,prior,2,6,21,27
12986,45538,prior,8,3,18,9
12987,48005,prior,1,1,11,
12989,59109,prior,5,2,19,30
12993,17839,prior,2,0,18,30
12994,16136,prior,43,5,11,8
12997,46529,prior,22,2,9,14
12999,43723,prior,3,1,14,8
13004,19415,prior,16,4,18,29
13005,17886,prior,5,3,19,9
13008,26999,prior,3,0,13,8
13020,1235,prior,2,0,19,30
13022,4441,prior,38,2,8,20
13026,61000,prior,64,3,14,1
13029,54014,prior,11,2,18,6
13030,46356,prior,31,6,10,0
13034,57923,prior,3,4,13,6
13039,8154,prior,4,6,10,11
13049,36415,prior,11,5,12,5
13054,25482,prior,5,3,7,11
13057,4661,prior,12,1,15,22
13058,54616,prior,6,2,15,30
13061,10006,train,4,4,11,30
13062,52063,prior,4,6,12,0
13063,24657,prior,17,2,14,9
13066,3076,train,12,4,9,30
13067,59465,prior,25,4,20,5
13068,55754,prior,2,5,17,0
13070,9083,prior,20,3,13,3
13073,42348,train,5,4,16,16
13074,16754,prior,27,0,18,7
13077,29151,prior,8,1,20,6
13080,19028,prior,1,6,16,
13082,15885,prior,2,0,19,15
13083,54222,prior,9,2,12,30
13084,40975,prior,5,6,12,2
13087,19020,prior,62,6,13,5
13092,43190,prior,36,2,12,6
13098,7818,prior,24,0,13,7
13099,59062,prior,33,1,13,16
13101,53914,prior,27,0,16,7
13103,23470,prior,10,3,10,6
13105,50341,prior,31,6,16,9
13106,47763,prior,83,4,9,1
13107,396,prior,5,0,13,5
13108,21166,prior,14,1,10,12
13109,2092,prior,3,1,18,17
13114,7565,prior,61,1,8,2
13118,226,prior,21,2,14,6
13125,37467,prior,12,0,11,7
13127,17000,prior,7,2,19,30
13129,14941,prior,27,3,23,8
13130,31760,prior,59,2,13,6
13135,52465,prior,2,3,12,11
13136,31416,prior,16,4,15,4
13139,57828,prior,10,4,16,6
13148,18783,prior,9,2,16,3
13161,16754,prior,21,1,11,2
13164,41611,prior,3,2,10,13
13171,32775,prior,6,4,7,1
13173,31802,prior,23,3,15,5
13174,27557,prior,7,0,12,25
13178,25517,prior,1,0,14,
13180,4315,prior,5,2,12,22
13183,10600,prior,87,3,16,2
13190,55104,prior,68,2,22,8
13194,9227,prior,13,5,17,30
13198,18679,prior,11,1,18,18
13205,59640,prior,3,2,8,4
13206,56525,prior,6,0,11,11
13208,42423,prior,2,3,17,30
13212,4558,prior,35,1,12,4
13218,41976,prior,2,1,8,14
13219,2130,prior,35,2,12,14
13222,25085,prior,57,2,17,2
13223,44903,prior,35,6,11,4
13225,51064,prior,9,1,21,30
13231,32667,prior,87,3,21,6
13235,38398,train,5,0,9,0
